DOCULECT	CHAR	PHONEME
Kametsu	c11_2	ZERO
Keraji	c11_2	ZERO
Koniya	c11_2	ZERO
Kudaka	c11_2	ZERO
Kuji-Oohama	c11_2	ZERO
Kuroshima	c11_2	ZERO
Kushi	c11_2	ZERO
Kyoto	c11_2	ZERO
Matsubara	c11_2	ZERO
Mugiya	c11_2	ZERO
Nago	c11_2	ZERO
Naze	c11_2	ZERO
Ohama	c11_2	ZERO
Ongachi	c11_2	ZERO
Ou	c11_2	ZERO
Oura	c11_2	ZERO
Ritchou	c11_2	ZERO
Sakimotobu	c11_2	ZERO
San	c11_2	ZERO
Sani	c11_2	ZERO
Sena	c11_2	ZERO
Serikaku	c11_2	ZERO
Shiomichi	c11_2	ZERO
Shitooke	c11_2	ZERO
Shuri	c11_2	ZERO
Sonai	c11_2	ZERO
Taketomi	c11_2	ZERO
Tarama	c11_2	ZERO
Tatsugo	c11_2	ZERO
Uechi	c11_2	ZERO
Uegusuku	c11_2	ZERO
Wadomari	c11_2	ZERO
Wan	c11_2	ZERO
Yadon	c11_2	ZERO
Yonaguni	c11_2	ZERO
Yoro	c11_2	ZERO
Yuwan	c11_2	ZERO
Chabana	c120_1	a
Hateruma	c120_1	a
Hentona	c120_1	a
Hirara	c120_1	a
Ie	c120_1	a_LG_
Iheya	c120_1	a_LG_
Ikema	c120_1	a
Isen	c120_1	a
Ishigaki	c120_1	a
Ishikawa	c120_1	a
Itoman	c120_1	a
Izena	c120_1	a_LG_
Kagoshima	c120_1	a
Kametsu	c120_1	a
Koniya	c120_1	a
Kudaka	c120_1	a
Kuji-Oohama	c120_1	a_LG_
Kuroshima	c120_1	a_LG_
Kushi	c120_1	a
Kyoto	c120_1	a
Matsubara	c120_1	a_LG_
Nago	c120_1	a_LG_
Naze	c120_1	a
Ohama	c120_1	a
Ongachi	c120_1	a
Ou	c120_1	a
Oura	c120_1	a
Sakimotobu	c120_1	a_LG_
San	c120_1	a
Sani	c120_1	a
Serikaku	c120_1	a_LG_
Shitooke	c120_1	a
Shuri	c120_1	a
Sonai	c120_1	a
Taketomi	c120_1	a
Tarama	c120_1	a
Tatsugo	c120_1	a
Uechi	c120_1	a
Yadon	c120_1	a
Yonaguni	c120_1	a_LG_
Yoro	c120_1	a
Yuwan	c120_1	a_LG_
Ie	c121_1	g
Kagoshima	c121_1	g
Kyoto	c121_1	N
San	c121_1	g
Chabana	c122_1	t
Hateruma	c122_1	!S
Hentona	c122_1	t
Hirara	c122_1	t
Ie	c122_1	t
Iheya	c122_1	t
Ikema	c122_1	t
Isen	c122_1	t
Ishigaki	c122_1	t
Ishikawa	c122_1	t
Itoman	c122_1	t
Izena	c122_1	t
Kagoshima	c122_1	t
Kametsu	c122_1	t
Keraji	c122_1	t
Koniya	c122_1	t
Kudaka	c122_1	K
Kuji-Oohama	c122_1	t
Kuroshima	c122_1	t
Kushi	c122_1	t
Kyoto	c122_1	t
Matsubara	c122_1	t
Nago	c122_1	t
Naze	c122_1	t
Ohama	c122_1	t
Ongachi	c122_1	t
Ou	c122_1	t
Oura	c122_1	t
Sakimotobu	c122_1	t
San	c122_1	t
Sani	c122_1	t
Serikaku	c122_1	t
Shiomichi	c122_1	t
Shitooke	c122_1	t
Shuri	c122_1	t
Sonai	c122_1	t
Taketomi	c122_1	t
Tarama	c122_1	t
Tatsugo	c122_1	t
Uechi	c122_1	t
Wan	c122_1	t
Yadon	c122_1	t
Yonaguni	c122_1	t
Yoro	c122_1	t
Yuwan	c122_1	t
Chabana	c123_1	i_LG_
Hateruma	c123_1	i_LG_
Hentona	c123_1	i_LG_
Hirara	c123_1	i_LG_
Ie	c123_1	i_LG_
Iheya	c123_1	i_LG_
Ikema	c123_1	i_LG_
Isen	c123_1	I_LG_
Ishigaki	c123_1	i_LG_
Ishikawa	c123_1	i_LG_
Itoman	c123_1	i_LG_
Izena	c123_1	i_LG_
Kagoshima	c123_1	e
Kametsu	c123_1	TONE_1_LG_
Keraji	c123_1	i_LG_
Koniya	c123_1	TONE_1_LG_
Kudaka	c123_1	i_LG_
Kuji-Oohama	c123_1	I_LG_
Kuroshima	c123_1	i_LG_
Kushi	c123_1	TONE_1_LG_
Kyoto	c123_1	e_LG_
Matsubara	c123_1	TONE_1_LG_
Nago	c123_1	i_LG_
Naze	c123_1	TONE_1
Ohama	c123_1	i_LG_
Ongachi	c123_1	TONE_1_LG_
Ou	c123_1	i_LG_
Oura	c123_1	i_LG_
Sakimotobu	c123_1	i_LG_
San	c123_1	TONE_1_LG_
Sani	c123_1	TONE_1
Serikaku	c123_1	i_LG_
Shiomichi	c123_1	i_LG_
Shitooke	c123_1	TONE_1_LG_
Shuri	c123_1	i_LG_
Sonai	c123_1	i_LG_
Taketomi	c123_1	i_LG_
Tarama	c123_1	i_LG_
Tatsugo	c123_1	TONE_1_LG_
Uechi	c123_1	i_LG_
Wan	c123_1	i_LG_
Yadon	c123_1	TONE_1_LG_
Yonaguni	c123_1	i_LG_
Yoro	c123_1	TONE_1_LG_
Yuwan	c123_1	TONE_1_LG_
Chabana	c124_2	k
Hateruma	c124_2	k
Hentona	c124_2	k
Hirara	c124_2	k
Ie	c124_2	k
Iheya	c124_2	k
Ikema	c124_2	k
Isen	c124_2	k
Ishigaki	c124_2	k
Ishikawa	c124_2	k
Itoman	c124_2	k
Izena	c124_2	k
Kagoshima	c124_2	k
Kametsu	c124_2	k
Keraji	c124_2	k
Koniya	c124_2	k
Kudaka	c124_2	p_SL_
Kuji-Oohama	c124_2	k
Kuroshima	c124_2	k
Kushi	c124_2	k
Kyoto	c124_2	k
Matsubara	c124_2	k
Mugiya	c124_2	k
Nago	c124_2	k
Naze	c124_2	k
Ohama	c124_2	k
Ongachi	c124_2	k
Ou	c124_2	k
Oura	c124_2	ZERO
Ritchou	c124_2	k
San	c124_2	k
Sani	c124_2	k
Sena	c124_2	k
Serikaku	c124_2	k
Shitooke	c124_2	k
Shuri	c124_2	k
Sonai	c124_2	k
Taketomi	c124_2	k
Tarama	c124_2	k
Tatsugo	c124_2	k
Uechi	c124_2	k
Uegusuku	c124_2	k
Wadomari	c124_2	k
Wan	c124_2	k
Yadon	c124_2	k
Yonaguni	c124_2	k
Yoro	c124_2	k_GS_
Yuwan	c124_2	k
Chabana	c125_1	u
Hateruma	c125_1	u
Hentona	c125_1	u
Hirara	c125_1	u
Ie	c125_1	u
Iheya	c125_1	u
Isen	c125_1	u
Ishigaki	c125_1	u
Ishikawa	c125_1	u
Itoman	c125_1	u
Izena	c125_1	u
Kagoshima	c125_1	o
Kametsu	c125_1	u
Keraji	c125_1	u
Koniya	c125_1	u
Kudaka	c125_1	u
Kuji-Oohama	c125_1	o_LG_
Kuroshima	c125_1	u
Kushi	c125_1	o_LG_
Kyoto	c125_1	o
Matsubara	c125_1	u
Mugiya	c125_1	u
Nago	c125_1	u
Naze	c125_1	o_LG_
Ohama	c125_1	u
Ongachi	c125_1	o
Ou	c125_1	u
Ritchou	c125_1	u
San	c125_1	u
Sani	c125_1	o_LG_
Sena	c125_1	u
Serikaku	c125_1	u
Shitooke	c125_1	u
Shuri	c125_1	u
Sonai	c125_1	u
Taketomi	c125_1	u
Tarama	c125_1	u
Tatsugo	c125_1	o
Uegusuku	c125_1	u
Wadomari	c125_1	u
Wan	c125_1	u
Yadon	c125_1	o_LG_
Yonaguni	c125_1	u
Yoro	c125_1	o_LG_
Yuwan	c125_1	u_LG_
Chabana	c126_1	k
Hateruma	c126_1	k
Hentona	c126_1	k
Hirara	c126_1	k
Ie	c126_1	k
Iheya	c126_1	k
Isen	c126_1	k
Ishigaki	c126_1	k
Ishikawa	c126_1	k
Itoman	c126_1	k
Izena	c126_1	k
Kagoshima	c126_1	k
Kametsu	c126_1	k
Keraji	c126_1	k
Koniya	c126_1	h
Kudaka	c126_1	k
Kuji-Oohama	c126_1	ZERO
Kuroshima	c126_1	k
Kushi	c126_1	ZERO
Kyoto	c126_1	k
Matsubara	c126_1	k
Mugiya	c126_1	k
Nago	c126_1	k
Naze	c126_1	ZERO
Ohama	c126_1	k
Ongachi	c126_1	x
Ou	c126_1	k
Ritchou	c126_1	k
San	c126_1	k
Sani	c126_1	ZERO
Sena	c126_1	k
Serikaku	c126_1	k
Shitooke	c126_1	k
Shuri	c126_1	k
Sonai	c126_1	k
Taketomi	c126_1	k
Tarama	c126_1	k
Tatsugo	c126_1	ZERO
Uegusuku	c126_1	k
Wadomari	c126_1	k
Wan	c126_1	k
Yadon	c126_1	ZERO
Yonaguni	c126_1	g
Yoro	c126_1	ZERO
Yuwan	c126_1	ZERO
Chabana	c127_1	u
Hateruma	c127_1	u
Hentona	c127_1	u
Hirara	c127_1	u
Ie	c127_1	u
Iheya	c127_1	u
Isen	c127_1	u
Ishigaki	c127_1	u
Ishikawa	c127_1	u
Itoman	c127_1	u
Izena	c127_1	u
Kagoshima	c127_1	o
Kametsu	c127_1	u
Keraji	c127_1	u
Koniya	c127_1	o
Kudaka	c127_1	u
Kuji-Oohama	c127_1	ZERO
Kuroshima	c127_1	u
Kushi	c127_1	ZERO
Kyoto	c127_1	o
Matsubara	c127_1	u
Mugiya	c127_1	u
Nago	c127_1	u
Naze	c127_1	ZERO
Ohama	c127_1	u
Ongachi	c127_1	o
Ou	c127_1	u
Ritchou	c127_1	u
San	c127_1	u
Sani	c127_1	ZERO
Sena	c127_1	u
Serikaku	c127_1	u
Shitooke	c127_1	u
Shuri	c127_1	u
Sonai	c127_1	u
Taketomi	c127_1	u
Tarama	c127_1	u
Tatsugo	c127_1	ZERO
Uegusuku	c127_1	u
Wadomari	c127_1	u
Wan	c127_1	u
Yadon	c127_1	ZERO
Yonaguni	c127_1	u
Yoro	c127_1	ZERO
Yuwan	c127_1	ZERO
Chabana	c128_1	u
Hateruma	c128_1	u
Hentona	c128_1	u
Hirara	c128_1	u
Ie	c128_1	u
Iheya	c128_1	u_LG_
Isen	c128_1	u
Ishigaki	c128_1	u
Ishikawa	c128_1	u
Itoman	c128_1	u
Izena	c128_1	u_LG_
Kagoshima	c128_1	o
Kametsu	c128_1	u
Keraji	c128_1	u
Koniya	c128_1	o
Kudaka	c128_1	u
Kuji-Oohama	c128_1	o
Kuroshima	c128_1	u
Kushi	c128_1	o
Kyoto	c128_1	o
Matsubara	c128_1	u
Mugiya	c128_1	u
Nago	c128_1	u_LG_
Naze	c128_1	o
Ohama	c128_1	u
Ongachi	c128_1	o
Ou	c128_1	u
Ritchou	c128_1	u
San	c128_1	u
Sani	c128_1	o
Sena	c128_1	u_LG_
Serikaku	c128_1	u_LG_
Shitooke	c128_1	u
Shuri	c128_1	u
Sonai	c128_1	u
Taketomi	c128_1	u
Tarama	c128_1	u
Tatsugo	c128_1	o
Uegusuku	c128_1	u_LG_
Wadomari	c128_1	u
Wan	c128_1	u
Yadon	c128_1	o
Yonaguni	c128_1	u
Yoro	c128_1	o
Yuwan	c128_1	u
Chabana	c129_1	p_SL_
Hentona	c129_1	p_SL_
Hirara	c129_1	k
Ie	c129_1	_GS_
Ikema	c129_1	k
Isen	c129_1	k
Ishigaki	c129_1	k
Kagoshima	c129_1	k
Kametsu	c129_1	k
Koniya	c129_1	k
Kuji-Oohama	c129_1	k
Kuroshima	c129_1	k
Kushi	c129_1	k
Kyoto	c129_1	k
Matsubara	c129_1	k
Naze	c129_1	k
Ohama	c129_1	k
Ongachi	c129_1	k
Ou	c129_1	k
Oura	c129_1	k
San	c129_1	k
Shitooke	c129_1	p_SL_
Shuri	c129_1	k
Sonai	c129_1	k
Taketomi	c129_1	k
Tarama	c129_1	k
Tatsugo	c129_1	k
Uechi	c129_1	k
Yadon	c129_1	k
Yonaguni	c129_1	k
Yoro	c129_1	k
Yuwan	c129_1	k
Chabana	c12_2	ZERO
Hateruma	c12_2	ZERO
Hentona	c12_2	ZERO
Hirara	c12_2	ZERO
Ie	c12_2	ZERO
Iheya	c12_2	ZERO
Ikema	c12_2	ZERO
Isen	c12_2	ZERO
Ishigaki	c12_2	ZERO
Ishikawa	c12_2	ZERO
Itoman	c12_2	ZERO
Izena	c12_2	ZERO
Kagoshima	c12_2	ZERO
Kametsu	c12_2	ZERO
Keraji	c12_2	ZERO
Koniya	c12_2	ZERO
Kudaka	c12_2	ZERO
Kuji-Oohama	c12_2	ZERO
Kuroshima	c12_2	ZERO
Kushi	c12_2	ZERO
Kyoto	c12_2	ZERO
Matsubara	c12_2	ZERO
Mugiya	c12_2	ZERO
Nago	c12_2	ZERO
Naze	c12_2	ZERO
Ohama	c12_2	ZERO
Ongachi	c12_2	ZERO
Ou	c12_2	ZERO
Oura	c12_2	ZERO
Ritchou	c12_2	ZERO
Sakimotobu	c12_2	ZERO
San	c12_2	ZERO
Sani	c12_2	ZERO
Sena	c12_2	ZERO
Serikaku	c12_2	ZERO
Shiomichi	c12_2	ZERO
Shitooke	c12_2	ZERO
Shuri	c12_2	ZERO
Sonai	c12_2	ZERO
Taketomi	c12_2	ZERO
Tarama	c12_2	ZERO
Tatsugo	c12_2	ZERO
Uechi	c12_2	ZERO
Uegusuku	c12_2	ZERO
Wadomari	c12_2	ZERO
Wan	c12_2	ZERO
Yadon	c12_2	ZERO
Yonaguni	c12_2	n
Yoro	c12_2	ZERO
Yuwan	c12_2	ZERO
Chabana	c130_1	u
Hentona	c130_1	u
Hirara	c130_1	u
Ie	c130_1	!-
Ikema	c130_1	u
Isen	c130_1	u
Ishigaki	c130_1	u
Kagoshima	c130_1	o
Kametsu	c130_1	u
Koniya	c130_1	u
Kuji-Oohama	c130_1	u
Kuroshima	c130_1	u
Kushi	c130_1	u
Kyoto	c130_1	o
Matsubara	c130_1	u
Naze	c130_1	u
Ohama	c130_1	u
Ongachi	c130_1	u
Ou	c130_1	u
Oura	c130_1	u
San	c130_1	u
Shitooke	c130_1	u
Shuri	c130_1	u
Sonai	c130_1	u
Taketomi	c130_1	u
Tarama	c130_1	u
Tatsugo	c130_1	u
Uechi	c130_1	u
Yadon	c130_1	u
Yonaguni	c130_1	u
Yoro	c130_1	u
Yuwan	c130_1	u
Chabana	c131_1	ZERO
Hateruma	c131_1	ZERO
Hentona	c131_1	t
Hirara	c131_1	ZERO
Ie	c131_1	t
Iheya	c131_1	ZERO
Ikema	c131_1	t
Isen	c131_1	ZERO
Ishigaki	c131_1	ZERO
Ishikawa	c131_1	ZERO
Itoman	c131_1	t
Izena	c131_1	ZERO
Kagoshima	c131_1	ZERO
Kametsu	c131_1	ZERO
Keraji	c131_1	ZERO
Koniya	c131_1	ZERO
Kudaka	c131_1	ZERO
Kuji-Oohama	c131_1	ZERO
Kuroshima	c131_1	ZERO
Kushi	c131_1	ZERO
Kyoto	c131_1	ZERO
Matsubara	c131_1	ZERO
Mugiya	c131_1	ZERO
Nago	c131_1	t
Naze	c131_1	t
Ohama	c131_1	ZERO
Ongachi	c131_1	t
Ou	c131_1	ZERO
Oura	c131_1	ZERO
Ritchou	c131_1	ZERO
Sakimotobu	c131_1	t
San	c131_1	ZERO
Sani	c131_1	ZERO
Sena	c131_1	ZERO
Serikaku	c131_1	ZERO
Shiomichi	c131_1	ZERO
Shitooke	c131_1	ZERO
Shuri	c131_1	ZERO
Sonai	c131_1	ZERO
Taketomi	c131_1	ZERO
Tarama	c131_1	ZERO
Tatsugo	c131_1	ZERO
Uechi	c131_1	ZERO
Uegusuku	c131_1	ZERO
Wadomari	c131_1	ZERO
Wan	c131_1	ZERO
Yadon	c131_1	ZERO
Yonaguni	c131_1	t
Yoro	c131_1	ZERO
Yuwan	c131_1	ZERO
Chabana	c132_1	tS
Hateruma	c132_1	ts
Hentona	c132_1	ts
Hirara	c132_1	ts
Ie	c132_1	tS
Iheya	c132_1	ts
Ikema	c132_1	ZERO
Isen	c132_1	tS
Ishigaki	c132_1	ts
Ishikawa	c132_1	ts
Itoman	c132_1	ZERO
Izena	c132_1	tS
Kagoshima	c132_1	_GS_
Kametsu	c132_1	tS
Keraji	c132_1	tS
Koniya	c132_1	tS
Kudaka	c132_1	tS
Kuji-Oohama	c132_1	tS
Kuroshima	c132_1	ts
Kushi	c132_1	tS
Kyoto	c132_1	ts
Matsubara	c132_1	tS
Mugiya	c132_1	tS
Nago	c132_1	tS
Naze	c132_1	tS
Ohama	c132_1	ts
Ongachi	c132_1	ZERO
Ou	c132_1	tS
Oura	c132_1	ts
Ritchou	c132_1	tS
Sakimotobu	c132_1	tS
San	c132_1	tS
Sani	c132_1	tS
Sena	c132_1	tS
Serikaku	c132_1	tS
Shiomichi	c132_1	tS
Shitooke	c132_1	tS
Shuri	c132_1	tS
Sonai	c132_1	ts
Taketomi	c132_1	ts
Tarama	c132_1	ts
Tatsugo	c132_1	tS
Uechi	c132_1	ts
Uegusuku	c132_1	tS
Wadomari	c132_1	tS
Wan	c132_1	tS
Yadon	c132_1	tS
Yonaguni	c132_1	ZERO
Yoro	c132_1	tS
Yuwan	c132_1	tS
Chabana	c133_1	ZERO
Hateruma	c133_1	ZERO
Hentona	c133_1	ZERO
Hirara	c133_1	ZERO
Ie	c133_1	ZERO
Iheya	c133_1	ZERO
Ikema	c133_1	n
Isen	c133_1	ZERO
Ishigaki	c133_1	ZERO
Ishikawa	c133_1	ZERO
Itoman	c133_1	ZERO
Izena	c133_1	ZERO
Kagoshima	c133_1	ZERO
Kametsu	c133_1	ZERO
Keraji	c133_1	ZERO
Koniya	c133_1	ZERO
Kudaka	c133_1	ZERO
Kuji-Oohama	c133_1	ZERO
Kuroshima	c133_1	ZERO
Kushi	c133_1	ZERO
Kyoto	c133_1	ZERO
Matsubara	c133_1	ZERO
Mugiya	c133_1	ZERO
Nago	c133_1	ZERO
Naze	c133_1	ZERO
Ohama	c133_1	ZERO
Ongachi	c133_1	ZERO
Ou	c133_1	ZERO
Oura	c133_1	ZERO
Ritchou	c133_1	ZERO
Sakimotobu	c133_1	ZERO
San	c133_1	ZERO
Sani	c133_1	ZERO
Sena	c133_1	ZERO
Serikaku	c133_1	ZERO
Shiomichi	c133_1	ZERO
Shitooke	c133_1	ZERO
Shuri	c133_1	ZERO
Sonai	c133_1	ZERO
Taketomi	c133_1	ZERO
Tarama	c133_1	n
Tatsugo	c133_1	ZERO
Uechi	c133_1	ZERO
Uegusuku	c133_1	ZERO
Wadomari	c133_1	ZERO
Wan	c133_1	ZERO
Yadon	c133_1	ZERO
Yonaguni	c133_1	n
Yoro	c133_1	ZERO
Yuwan	c133_1	ZERO
Chabana	c134_1	tS
Hateruma	c134_1	s
Hentona	c134_1	tS_GS_
Hirara	c134_1	ts
Ie	c134_1	s
Iheya	c134_1	tS_GS_
Ikema	c134_1	n
Isen	c134_1	ts_GS_
Ishigaki	c134_1	ts
Ishikawa	c134_1	tS
Itoman	c134_1	tS
Izena	c134_1	tS_GS_
Kagoshima	c134_1	ts
Kametsu	c134_1	ts
Keraji	c134_1	t_GS_
Koniya	c134_1	t_GS_
Kudaka	c134_1	t_GS_
Kuji-Oohama	c134_1	t_GS_
Kuroshima	c134_1	S
Kushi	c134_1	t_GS_
Kyoto	c134_1	ts
Matsubara	c134_1	tS_GS_
Mugiya	c134_1	tS
Nago	c134_1	tS_GS_
Naze	c134_1	ts_GS_
Ohama	c134_1	ts
Ongachi	c134_1	ts_GS_
Ou	c134_1	tS
Oura	c134_1	ts
Ritchou	c134_1	tS
Sakimotobu	c134_1	tS_GS_
San	c134_1	ts_GS_
Sani	c134_1	ts_GS_
Sena	c134_1	tS
Serikaku	c134_1	tS
Shiomichi	c134_1	t_GS_
Shitooke	c134_1	ts_GS_
Shuri	c134_1	tS
Sonai	c134_1	tS
Taketomi	c134_1	s
Tarama	c134_1	n
Tatsugo	c134_1	ts_GS_
Uechi	c134_1	ts
Uegusuku	c134_1	tS_GS_
Wadomari	c134_1	tS
Wan	c134_1	t_GS_
Yadon	c134_1	t_GS_
Yonaguni	c134_1	n
Yoro	c134_1	ts_GS_
Yuwan	c134_1	ts_GS_
Chabana	c135_1	i
Hateruma	c135_1	TONE_1
Hentona	c135_1	i
Hirara	c135_1	TONE_1
Ie	c135_1	i
Iheya	c135_1	i
Ikema	c135_1	u
Isen	c135_1	TONE_1
Ishigaki	c135_1	TONE_1
Ishikawa	c135_1	i
Itoman	c135_1	i
Izena	c135_1	i
Kagoshima	c135_1	u
Kametsu	c135_1	u
Keraji	c135_1	u
Koniya	c135_1	TONE_1
Kudaka	c135_1	i
Kuji-Oohama	c135_1	I
Kuroshima	c135_1	i
Kushi	c135_1	TONE_1
Kyoto	c135_1	u
Matsubara	c135_1	i
Mugiya	c135_1	i
Nago	c135_1	i
Naze	c135_1	TONE_1
Ohama	c135_1	u
Ongachi	c135_1	TONE_1
Ou	c135_1	i
Oura	c135_1	TONE_1
Ritchou	c135_1	i
Sakimotobu	c135_1	i
San	c135_1	TONE_1
Sani	c135_1	TONE_1
Sena	c135_1	i
Serikaku	c135_1	i
Shiomichi	c135_1	u
Shitooke	c135_1	u
Shuri	c135_1	i
Sonai	c135_1	i
Taketomi	c135_1	u
Tarama	c135_1	u
Tatsugo	c135_1	TONE_1
Uechi	c135_1	TONE_1
Uegusuku	c135_1	i
Wadomari	c135_1	i
Wan	c135_1	u
Yadon	c135_1	TONE_1
Yonaguni	c135_1	u
Yoro	c135_1	u
Yuwan	c135_1	u
Chabana	c136_1	n
Hateruma	c136_1	n
Hentona	c136_1	N_SL_
Hirara	c136_1	n
Ie	c136_1	n
Iheya	c136_1	N_SL_
Ikema	c136_1	ZERO
Isen	c136_1	n
Ishigaki	c136_1	n
Ishikawa	c136_1	n
Itoman	c136_1	n
Izena	c136_1	N_SL_
Kagoshima	c136_1	n
Kametsu	c136_1	n
Keraji	c136_1	n
Koniya	c136_1	n
Kudaka	c136_1	N_SL_
Kuji-Oohama	c136_1	n
Kuroshima	c136_1	n
Kushi	c136_1	n
Kyoto	c136_1	n
Matsubara	c136_1	n
Mugiya	c136_1	n
Nago	c136_1	n
Naze	c136_1	n
Ohama	c136_1	n
Ongachi	c136_1	n
Ou	c136_1	N_SL_
Oura	c136_1	n
Ritchou	c136_1	n
Sakimotobu	c136_1	n
San	c136_1	n
Sani	c136_1	n
Sena	c136_1	n
Serikaku	c136_1	n
Shiomichi	c136_1	n
Shitooke	c136_1	n
Shuri	c136_1	n
Sonai	c136_1	n
Taketomi	c136_1	n
Tarama	c136_1	ZERO
Tatsugo	c136_1	n
Uechi	c136_1	n
Uegusuku	c136_1	n
Wadomari	c136_1	n
Wan	c136_1	n
Yadon	c136_1	n
Yonaguni	c136_1	N_SL_
Yoro	c136_1	n
Yuwan	c136_1	n
Chabana	c137_1	u
Hateruma	c137_1	o
Hentona	c137_1	ZERO
Hirara	c137_1	u
Ie	c137_1	u_LG_
Iheya	c137_1	ZERO
Ikema	c137_1	ZERO
Isen	c137_1	u
Ishigaki	c137_1	u
Ishikawa	c137_1	u
Itoman	c137_1	u
Izena	c137_1	ZERO
Kagoshima	c137_1	o
Kametsu	c137_1	o
Keraji	c137_1	u
Koniya	c137_1	o
Kudaka	c137_1	ZERO
Kuji-Oohama	c137_1	o
Kuroshima	c137_1	u
Kushi	c137_1	u
Kyoto	c137_1	o
Matsubara	c137_1	o_LG_
Mugiya	c137_1	u
Nago	c137_1	u_LG_
Naze	c137_1	o
Ohama	c137_1	u
Ongachi	c137_1	o
Ou	c137_1	ZERO
Oura	c137_1	u
Ritchou	c137_1	u
Sakimotobu	c137_1	u
San	c137_1	o
Sani	c137_1	u
Sena	c137_1	u
Serikaku	c137_1	u_LG_
Shiomichi	c137_1	u
Shitooke	c137_1	u
Shuri	c137_1	u
Sonai	c137_1	u
Taketomi	c137_1	u
Tarama	c137_1	ZERO
Tatsugo	c137_1	o
Uechi	c137_1	u
Uegusuku	c137_1	u_LG_
Wadomari	c137_1	u
Wan	c137_1	u
Yadon	c137_1	o
Yonaguni	c137_1	ZERO
Yoro	c137_1	o
Yuwan	c137_1	u_LG_
Chabana	c138_1	u_LG_
Hateruma	c138_1	u_LG_
Hentona	c138_1	u_LG_
Hirara	c138_1	u_LG_
Ie	c138_1	u_LG_
Iheya	c138_1	u_LG_
Ikema	c138_1	u_LG_
Isen	c138_1	u_LG_
Ishigaki	c138_1	u_LG_
Ishikawa	c138_1	u_LG_
Itoman	c138_1	u_LG_
Izena	c138_1	u_LG_
Kagoshima	c138_1	u
Kametsu	c138_1	u_LG_
Keraji	c138_1	u_LG_
Koniya	c138_1	u_LG_
Kudaka	c138_1	u_LG_
Kuji-Oohama	c138_1	u_LG_
Kuroshima	c138_1	u_LG_
Kushi	c138_1	u_LG_
Kyoto	c138_1	u_LG_
Matsubara	c138_1	u_LG_
Mugiya	c138_1	u_LG_
Nago	c138_1	u_LG_
Naze	c138_1	u
Ohama	c138_1	u_LG_
Ongachi	c138_1	u_LG_
Ou	c138_1	u_LG_
Oura	c138_1	u_LG_
Ritchou	c138_1	u_LG_
Sakimotobu	c138_1	u_LG_
San	c138_1	u_LG_
Sani	c138_1	u
Sena	c138_1	u_LG_
Serikaku	c138_1	u_LG_
Shiomichi	c138_1	u_LG_
Shitooke	c138_1	u_LG_
Shuri	c138_1	u_LG_
Sonai	c138_1	u_LG_
Taketomi	c138_1	u_LG_
Tarama	c138_1	u_LG_
Tatsugo	c138_1	u_LG_
Uechi	c138_1	u_LG_
Uegusuku	c138_1	u_LG_
Wadomari	c138_1	u_LG_
Wan	c138_1	u_LG_
Yadon	c138_1	u_LG_
Yonaguni	c138_1	u_LG_
Yoro	c138_1	u_LG_
Yuwan	c138_1	u_LG_
Chabana	c139_2	a_LG_
Hateruma	c139_2	a
Hentona	c139_2	a_LG_
Hirara	c139_2	a_LG_
Ie	c139_2	a_LG_
Iheya	c139_2	a_LG_
Ikema	c139_2	a_LG_
Isen	c139_2	a_LG_
Ishigaki	c139_2	a_LG_
Ishikawa	c139_2	a_LG_
Itoman	c139_2	a_LG_
Izena	c139_2	a_LG_
Kagoshima	c139_2	a
Kametsu	c139_2	a_LG_
Keraji	c139_2	a_LG_
Koniya	c139_2	a_LG_
Kudaka	c139_2	a_LG_
Kuji-Oohama	c139_2	a_LG_
Kuroshima	c139_2	a_LG_
Kushi	c139_2	a_LG_
Kyoto	c139_2	a
Matsubara	c139_2	a_LG_
Mugiya	c139_2	a_LG_
Nago	c139_2	a_LG_
Naze	c139_2	a
Ohama	c139_2	a_LG_
Ongachi	c139_2	a_LG_
Ou	c139_2	a_LG_
Oura	c139_2	a_LG_
Ritchou	c139_2	a_LG_
Sakimotobu	c139_2	a_LG_
San	c139_2	a_LG_
Sani	c139_2	a
Sena	c139_2	a_LG_
Serikaku	c139_2	a_LG_
Shiomichi	c139_2	a_LG_
Shitooke	c139_2	a_LG_
Shuri	c139_2	a_LG_
Sonai	c139_2	a_LG_
Taketomi	c139_2	a_LG_
Tarama	c139_2	a_LG_
Tatsugo	c139_2	a_LG_
Uechi	c139_2	a_LG_
Uegusuku	c139_2	a_LG_
Wadomari	c139_2	a_LG_
Wan	c139_2	a_LG_
Yadon	c139_2	a_LG_
Yonaguni	c139_2	a_LG_
Yoro	c139_2	a_LG_
Yuwan	c139_2	a_LG_
Chabana	c13_2	s
Hateruma	c13_2	h
Hentona	c13_2	h
Hirara	c13_2	k
Ie	c13_2	s
Ikema	c13_2	k
Isen	c13_2	h
Ishigaki	c13_2	s
Ishikawa	c13_2	h
Itoman	c13_2	s
Kagoshima	c13_2	ZERO
Kametsu	c13_2	ZERO
Keraji	c13_2	s
Koniya	c13_2	s
Kudaka	c13_2	K
Kuji-Oohama	c13_2	s
Kuroshima	c13_2	h
Kushi	c13_2	s
Kyoto	c13_2	ZERO
Matsubara	c13_2	h
Mugiya	c13_2	s
Nago	c13_2	h
Naze	c13_2	s
Ohama	c13_2	s
Ongachi	c13_2	s
Ou	c13_2	h
Oura	c13_2	k
